Assay Type,Molecule Name,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,Original Smiles,nM,Inhibitor
B,,2807.29,,,IC50,=,747.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)NCCOCCOCCOCCOCCOCCC(=O)N[C@@H](CCCCNC(=O)CCOCCOCCOCCOCCOCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(N)=O,747.0,0
B,,674.9,6.52,3.0,IC50,=,510.0,nM,N=C(NCCCN(CCCCN(CCCNC(=N)Nc1ccccc1)C(=N)Nc1ccccc1)C(=N)Nc1ccccc1)Nc1ccccc1,510.0,0
F,,490.66,5.65,1.0,IC50,=,31.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(Cc3ccccn3)c12)[C@H]1CCCc2cccnc21,31.0,1
B,,783.94,0.14,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1Cc1ccc(O)cc1,30000.0,0
B,,3026.65,,,IC50,=,21.23,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(N)=O)C(=O)C1)C(=O)O,21.23,1
F,,478.75,4.99,0.0,IC50,=,69.6,nM,c1ccc2c(c1)CN[C@@H](CN(CCCCNCC1CCSCC1)[C@H]1CCCc3cccnc31)C2,69.6,1
F,,539.73,4.07,1.0,IC50,=,110.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)NC3CCNCC3)c12)[C@H]1CCCc2cccnc21,110.0,1
B,,363.33,5.0,0.0,IC50,=,630.96,nM,Clc1ccc(CNCC2CCN(Cc3ccccc3Cl)CC2)cc1,630.96,0
F,,457.64,2.16,0.0,IC50,=,2.0,nM,NCCCCN(C[C@H]1CN(S(=O)(=O)c2ccccc2)CCN1)[C@H]1CCCc2cccnc21,2.0,1
B,,755.88,0.15,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
B,,627.84,2.14,3.0,IC50,=,88.5,nM,Cc1cc(NC2CCN(C(=O)CCCNCC(=O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,88.5,1
F,,338.46,3.93,0.0,IC50,=,800.0,nM,CC(C)c1ccccc1NC(=O)NCCc1ccc2c(n1)NCCC2,800.0,0
F,,310.44,3.1,0.0,IC50,=,74.0,nM,NCCCCN(Cc1ccccn1)C1CCCc2cccnc21,74.0,1
B,,635.81,6.1,2.0,IC50,>,1000.0,nM,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,1000.0,0
B,,402.54,4.49,0.0,IC50,>,10000.0,nM,CCOC(=O)c1c(NC(=S)NC(=O)c2ccccc2)sc2c1C(C)CCC2,10000.0,0
B,,346.43,3.02,0.0,IC50,=,5.7,nM,O=C(NC1CCN(Cc2cccnc2)CC1)c1cnc2ccccc2c1,5.7,1
B,,403.57,4.5,0.0,IC50,>,10000.0,nM,CN1CCc2c(sc(NC(=S)Nc3ccccc3)c2C(=O)OC(C)(C)C)C1,10000.0,0
F,,2023.44,,,IC50,=,10.2,nM,NCCCC[C@@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)c2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C1=O,10.2,1
F,,524.63,6.14,2.0,IC50,>,10000.0,nM,CCCCN(c1nc2cc(NC(=O)N(C)C)ccc2o1)[C@H](C)c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,10000.0,0
B,,769.91,-0.2,2.0,IC50,>,30000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,30000.0,0
F,,543.67,6.17,2.0,IC50,=,1640.0,nM,CCN(Cc1nccc2c3ccccc3n(CCCN3C(=O)c4ccccc4C3=O)c12)[C@H]1CCCc2cccnc21,1640.0,0
B,,900.1,-2.27,3.0,IC50,>,10000.0,nM,C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
F,,362.52,2.99,0.0,IC50,=,9.26,nM,NC/C=C\CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,9.629999999999999,1
B,,457.75,4.56,0.0,IC50,=,119.3,nM,CN(C)c1cc(CNCCCNC2CCCCC2)cc(CNCCCNC2CCCCC2)c1,119.3,1
B,,899.07,2.56,2.0,IC50,=,17000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cccc3ccccc23)N(C)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,17000.0,0
B,,743.87,-0.73,2.0,IC50,=,563.0,nM,CN1C(=O)CNC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1Cc1ccc2ccccc2c1,563.0,0
B,,683.74,2.84,2.0,IC50,>,35000.0,nM,Br.Oc1cc2nc(c1)CNCCCN(Cc1ccc(CN3CCCNCc4cc(O)cc(n4)CNCCC3)cc1)CCCNC2,35000.0,0
B,,310.44,3.39,0.0,IC50,>,10000.0,nM,Oc1ccc(CN2CCC(CNCc3ccccc3)CC2)cc1,24415.186666666665,0
F,,325.46,2.68,0.0,IC50,=,27.0,nM,NCCCCN(Cc1ncccc1N)C1CCCc2cccnc21,27.0,1
F,,485.56,3.61,0.0,IC50,>,79000.0,nM,COc1cc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccc(F)cc2)cc(OC)c1OC,79000.0,0
B,,366.51,2.51,0.0,IC50,=,1546.0,nM,Cc1nc(CN2CCC(C)C2c2ccccn2)cc(N2CCN(C)CC2)n1,1546.0,0
F,,441.58,4.91,0.0,IC50,=,1720.0,nM,CC(=O)NCCCCN(Cc1nccc2c1[nH]c1ccccc12)C1CCCc2cccnc21,1720.0,0
F,,495.59,5.4,1.0,IC50,>,10000.0,nM,CCCCN(c1nc2cc(C(=O)NC)ccc2o1)[C@H](C)c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,10000.0,0
B,,712.86,0.4,2.0,IC50,=,21000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)/C=C\[C@H](CCCN=C(N)N)NC1=O,21000.0,0
F,,433.64,3.64,0.0,IC50,=,13.4,nM,CN1CCC(N(C)c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,13.4,1
F,,456.64,4.55,0.0,IC50,=,7.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CCCN)c12)[C@H]1CCCc2cccnc21,14.0,1
B,,1496.74,,,IC50,=,2200.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)NCCOCCOCCOCCC(=O)N[C@@H](CCCCN)C(N)=O,2200.0,0
F,,472.72,5.59,1.0,IC50,=,64.6,nM,CC1(C)CCC(NC/C=C/CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,64.6,1
B,,390.53,4.88,0.0,IC50,=,11700.0,nM,CCOC(=O)c1c(NC(=S)Nc2ccc(O)cc2)sc2c1C(C)CCC2,11700.0,0
B,,482.57,6.27,1.0,IC50,>,10000.0,nM,CC1CCCc2sc(NC(=S)Nc3ccc4c(c3)OC(F)(F)O4)c(C(=O)OC(C)(C)C)c21,10000.0,0
F,,338.5,2.65,0.0,IC50,=,21.0,nM,Cc1cccnc1CN(CCCCN)C[C@H]1Cc2ccccc2CN1,21.0,1
B,,2361.74,,,IC50,=,144.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)CCOCCOCCOCCNC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@H](N)CC(C)C)C(N)=O,144.0,1
F,,512.7,4.54,1.0,IC50,=,4.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CCN3CCOCC3)c12)[C@H]1CCCc2cccnc21,4.0,1
B,,372.56,4.78,0.0,IC50,=,10000.0,nM,C1=C(CS/C(=N\C2CCCCC2)Nc2ccccc2)N2CCN=C2S1,7637.5,0
F,,344.89,3.75,0.0,IC50,=,44.0,nM,NCCCCN(Cc1ncccc1Cl)C1CCCc2cccnc21,44.0,1
F,,399.54,4.73,0.0,IC50,=,69.0,nM,NCCCCN(Cc1cc2c(cn1)[nH]c1ccccc12)C1CCCc2cccnc21,69.0,1
B,,613.81,2.69,3.0,IC50,=,40.4,nM,Cc1cc(NC2CCN(C(=O)CCNCC(=O)O)CC2)nc(NCc2nc(CCCNCCCNC3CCCCC3)co2)n1,40.4,1
B,,551.78,4.2,1.0,IC50,=,10.0,nM,c1ccc(CN(Cc2ccc3cc(CN4CCCNCCNCCCNCC4)ccc3c2)Cc2ccccn2)nc1,10.0,1
F,,452.56,6.22,1.0,IC50,>,10000.0,nM,CCCCN(c1nc2ccccc2o1)C(C)(C)c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,10000.0,0
B,,540.71,4.19,1.0,IC50,=,12.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)N3CCC(O)CC3)c12)C1CCCc2cccnc21,12.0,1
B,,338.5,3.71,0.0,IC50,=,62.9,nM,Cc1cnc(CN(CCCCN)[C@H]2CCCc3cccnc32)c(C)c1,62.9,1
B,,1020.25,,,IC50,=,6.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC(C)(C)[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,6.0,1
B,,392.64,4.98,0.0,IC50,=,185.0,nM,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCCN=C2S1,121.0,1
B,,617.71,-3.11,2.0,IC50,=,167.0,nM,C[C@@H]1NC(=O)CN(C)C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O,167.0,1
B,,300.39,1.57,0.0,IC50,=,225000.0,nM,Cc1ccc(-c2nc3n(c2/C=N/N=C(N)N)CCS3)cc1,225000.0,0
B,,526.69,4.06,1.0,IC50,=,5.6,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)N3CCOCC3)c12)C1CCCc2cccnc21,5.6,1
B,,783.94,0.14,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H]1CCCNC(=N)N,30000.0,0
B,,3159.8,,,IC50,=,678.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,678.0,0
B,,783.93,0.19,2.0,IC50,>,30000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,30000.0,0
B,,550.75,7.06,2.0,IC50,>,1000.0,nM,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(Cn2c(CC)nc3ccccc32)c2ccccc2)CC1,1000.0,0
B,,807.96,1.1,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,784.92,0.33,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,743.87,-0.68,2.0,IC50,=,47.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCNC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,47.0,1
B,,1423.72,,,IC50,>,50000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)CCCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CS)C(N)=O,50000.0,0
F,,535.66,5.45,2.0,IC50,>,16700.0,nM,CN(C[C@H]1Cc2c(cccc2N2CCN(c3cccc(C(F)(F)F)c3)CC2)CN1)[C@H]1CCCc2cccnc21,16700.0,0
B,,741.85,-0.24,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
F,,365.53,1.95,0.0,IC50,=,510.0,nM,Cc1ccc(CN(C)C[C@H]2Cc3c(cccc3N3CCNCC3)CN2)nc1,510.0,0
B,,501.72,4.81,1.0,IC50,=,36.2,nM,c1ccc2c(NC3CCNCC3)nc(NCc3ccc(CNCCCNC4CCCCC4)cc3)nc2c1,36.2,1
B,,2037.47,,,IC50,=,0.6,nM,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N1)C(N)=O,0.6,1
B,,2877.35,,,IC50,=,42.83,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N(CCCCCC(=O)O)[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](C(N)=O)[C@@H](C)O)[C@@H](C)O,42.83,1
B,,1004.64,,,IC50,>,10000.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC(C)(C)[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
B,,435.62,5.93,1.0,IC50,>,30000.0,nM,CC1CCCc2sc(NC(=S)Nc3ccccc3)c(C(=O)NCc3ccccc3)c21,30000.0,0
B,,822.03,-0.16,2.0,IC50,>,10000.0,nM,CN1C(=O)[C@@H](NC(=O)CCN=C(N)N)CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCN=C(N)N,10000.0,0
B,,701.83,-0.42,2.0,IC50,=,97.0,nM,NCCCC[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,97.0,1
F,,480.65,5.2,1.0,IC50,=,82.1,nM,FC1(F)CCC(NC/C=C/CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,82.1,1
B,,598.8,2.94,2.0,IC50,=,158.0,nM,Cc1cc(NC2CCN(C(=O)CCCC(=O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,158.0,1
B,,1612.94,,,IC50,=,4.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CCCCCCCCCCCC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,4.0,1
B,,252.79,2.9,0.0,IC50,>,10000.0,nM,NCCC1CCN(Cc2ccccc2Cl)CC1,10000.0,0
F,,490.66,5.96,1.0,IC50,=,5100.0,nM,c1ccc(CNCCCCN(Cc2nccc3c2[nH]c2ccccc23)C2CCCc3cccnc32)nc1,5100.0,0
B,,3097.73,,,IC50,=,151.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,151.0,1
B,,484.7,2.44,0.0,IC50,=,23.9,nM,Cc1cc(NC2CCNCC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,23.9,1
B,,3111.76,,,IC50,=,84.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,84.0,1
F,,427.55,4.51,0.0,IC50,=,5.0,nM,COc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,5.0,1
B,,621.78,5.93,2.0,IC50,>,1000.0,nM,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,1000.0,0
F,,347.47,3.35,0.0,IC50,=,160.0,nM,NC/C=C/CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,160.0,1
B,,2128.43,,,IC50,=,17.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CNC(=O)CC(CC(=O)NCC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C)NC(=O)CCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,17.0,1
B,,512.7,4.54,1.0,IC50,=,7.7,nM,NCCCCN(Cc1nccc2c3ccccc3n(CCN3CCOCC3)c12)C1CCCc2cccnc21,7.7,1
B,,324.43,1.57,0.0,IC50,=,2600.0,nM,c1cnc2c(c1)CCCC2N(Cc1ccncn1)N1CCNCC1,2600.0,0
B,,2760.25,,,IC50,=,34.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C)C(=O)N[C@H](CCCCN)C(=O)NCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)CCOCCOCCOCCNC(=O)[C@@H](CCCCN)NC(=O)[C@@H](C)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@H](N)CC(C)C)C(N)=O,34.0,1
F,,511.72,4.11,1.0,IC50,=,55.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CCN3CCNCC3)c12)[C@H]1CCCc2cccnc21,59.0,1
B,,757.9,-0.34,2.0,IC50,>,30000.0,nM,C[C@H]1C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N1C,30000.0,0
F,,419.53,5.2,1.0,IC50,=,8393.0,nM,c1ccc(Cn2c3ccccc3c3ccnc(CN[C@H]4CCCc5cccnc54)c32)nc1,8393.0,0
F,,1499.85,,,IC50,=,17157.0,nM,CC[C@@H](C)[C@@H](NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C(C)C,12440.5,0
F,,385.52,4.1,0.0,IC50,=,8890.0,nM,NCCCn1c2ccccc2c2ccnc(CN[C@H]3CCCc4cccnc43)c21,8890.0,0
B,,408.52,4.72,0.0,IC50,>,30000.0,nM,CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccc(F)cc2)sc2c1CCOC2,30000.0,0
